idx,move
1802,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
1344,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
2177,"[3, 3, 1, 1, 1, 1]"
2034,"[1, 3, 3, 3, 3, 3, 1]"
3221,"[1, 1, 1, 1, 3]"
1593,"[1, 1, 2, 2, 2, 1, 1, 1]"
240,"[2, 0, 0, 0, 0, 2, 2]"
301,"[0, 0, 0, 3, 3, 3, 3, 3]"
1156,"[0, 0, 0, 0, 0, 2, 2]"
888,"[1, 2, 1, 1, 1, 2, 2]"
781,"[2, 2, 2, 2, 2, 1, 1, 1]"
1387,"[1, 1, 1, 1, 1, 2]"
1373,"[0, 0, 0, 0, 2, 2, 2, 2]"
1965,"[0, 3, 3, 3, 3, 3]"
1006,"[1, 1, 3, 1, 1, 2]"
130,"[2, 1, 1, 3, 1, 1, 1]"
2758,"[2, 0, 0, 0, 0, 2, 2]"
165,"[3, 3, 1, 1, 3, 3, 1, 1, 1]"
2578,"[1, 1, 3, 3, 1, 1, 1]"
3044,"[3, 3, 3, 0, 0, 0, 0, 0, 3, 3]"
713,"[1, 1, 1, 1, 2]"
919,"[1, 1, 1, 1, 1]"
2324,"[1, 1, 2, 2, 2, 2, 2]"
2816,"[2, 3, 1, 1, 1, 1, 3, 1]"
2679,"[1, 1, 1, 2, 2, 2, 2]"
682,"[0, 2, 2, 1, 1, 1, 1, 2, 2]"
1961,"[3, 3, 3, 3, 0, 0]"
476,"[3, 1, 3, 3, 3, 3]"
1252,"[1, 1, 1, 1, 1, 2]"
17,"[1, 1, 1, 1, 3, 3]"
2097,"[0, 0, 0, 0, 2, 2, 2, 2]"
1647,"[2, 2, 1, 1, 1, 1, 1]"
1561,"[1, 1, 1, 1]"
2944,"[2, 1, 1, 1, 1, 3]"
1174,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
316,"[1, 2, 2, 2, 2, 2, 1]"
2563,"[1, 1, 1, 3, 3, 3, 3, 3]"
3200,"[2, 1, 1, 2, 1, 1, 2, 2]"
1278,"[1, 1, 3, 0, 3, 3, 3, 3]"
1353,"[0, 0, 0, 0, 2, 2]"
3116,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
1513,"[3, 3, 3, 3, 1]"
701,"[3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2]"
1938,"[0, 0, 0, 2, 2, 2, 0, 2]"
2866,"[3, 1, 1, 1, 1, 1, 0, 3, 3, 3]"
1477,"[3, 1, 1, 1, 1, 1, 3, 3, 3]"
3133,"[3, 3, 3, 3, 3, 0, 0, 0]"
629,"[2, 2, 2, 2, 0]"
3263,"[2, 1, 1, 1, 1, 3]"
140,"[2, 2, 1, 1, 1, 1]"
1851,"[0, 3, 3, 3, 3]"
567,"[1, 1, 1, 1]"
1158,"[1, 1, 1, 1, 1]"
129,"[3, 1, 1, 1, 1, 1]"
1517,"[2, 2, 2, 2]"
2319,"[2, 2, 2, 2, 0, 0, 0]"
105,"[0, 3, 0, 0, 0, 2, 0]"
548,"[0, 0, 0, 0, 0, 1, 3]"
3242,"[1, 1, 1, 1, 1]"
1087,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
678,"[2, 0, 0, 0, 3, 3, 3, 3, 0, 0]"
984,"[3, 2, 2, 1, 1, 1, 3, 3, 3, 1, 1, 2]"
315,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1562,"[2, 1, 1, 1, 1, 1]"
933,"[0, 0, 0, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
2335,"[3, 3, 1, 1, 1, 1]"
1821,"[2, 2, 2, 1, 1, 1, 1, 2, 2]"
251,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2698,"[2, 1, 1, 1, 1, 1]"
1760,"[3, 3, 1, 1, 1, 1, 2, 2]"
2461,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
970,"[1, 1, 1, 1, 1, 2]"
1129,"[2, 2, 0, 0, 0, 0]"
2846,"[2, 2, 0, 0, 0, 0]"
2595,"[3, 1, 1, 1, 1, 1, 2, 2]"
3263,"[2, 1, 1, 1, 1, 3]"
1941,"[1, 1, 1, 1, 1, 2]"
2688,"[1, 3, 3, 3, 3]"
1553,"[1, 1, 1, 1, 1, 3, 3, 3]"
2102,"[3, 3, 0, 0, 0, 0, 3, 3]"
3048,"[3, 3, 3, 3, 0]"
2227,"[0, 3, 3, 3, 3]"
863,"[0, 0, 0, 0, 2, 2, 2]"
